STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2000,,634.321,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2000,,22.979,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2002,,725.228,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2002,,22.036,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2002,,403.305,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2002,,15.784,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2002,,77.615,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2002,,3239.77,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2001,,339.156,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2001,,1.207,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2001,,21.948,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2001,,1604.739,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2001,,77.187,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2001,,3009.368,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,9.921,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,7.413,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2001,,12.162,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2001,,5.722,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1999,,7.716,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1999,,2.091,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1999,,575.321,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1999,,22.608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1999,,277.418,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1999,,1.145,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1999,,21.325,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1999,,77.392,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1999,,1280.513,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1998,,2025.667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1998,,1.634,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1998,,274.615,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1998,,1.126,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1998,,21.058,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1998,,1183.297,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1998,,76.297,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1998,,1550.912,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1998,,367.615,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,10.402,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,7.988,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2003,,12.709,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2003,,6.318,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2003,,2567.454,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2003,,1.67,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2003,,423.119,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2003,,14.888,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2003,,77.115,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1997,,275.117,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1997,,11.021,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1997,,79.531,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1997,,1985.25,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1997,,7.728,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1997,,1.989,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1996,,2480.217,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1996,,7.942,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1996,,1.884,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1996,,0.88,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1995,,9.531,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1995,,4.669,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1995,,0.885,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1995,,243.025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1995,,10.345,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1995,,0.64,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1995,,11.529,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1995,,1883.989,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1995,,80.199,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1993,,111.897,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1993,,1.025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1993,,21.004,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1993,,84.403,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1993,,840.423,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1993,,2040.313,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1993,,8.987,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1993,,5.066,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1990,,6.058,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1990,,1.972,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1990,,0.799,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1990,,88.888,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1990,,423.473,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1990,,659.757,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1990,,84.302,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1990,,0.922,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1990,,782.612,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1990,,24.559,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1992,,930.701,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1992,,150.466,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1992,,4.975,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1992,,16.167,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1991,,5.486,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1991,,16.399,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1991,,100.344,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1991,,83.601,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1991,,704.588,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1994,,452.862,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1994,,16.249,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1994,,247.137,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1994,,11.292,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1994,,0.711,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1994,,11.696,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1994,,1735.813,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1994,,79.309,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1994,,2188.676,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1989,,0.917,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1989,,739.714,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1989,,24.866,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1989,,5.037,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1987,,1480.096,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1987,,4.421,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1987,,6.507,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1987,,1.973,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1987,,0.757,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1986,,8.376,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1986,,14.01,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1986,,497.52,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1986,,158.465,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1986,,11.429,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1986,,1065.573,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1986,,76.853,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1986,,81.063,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1985,,304.092,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1985,,86.14,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1985,,150.905,,A,,,,,,,
